Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"How qualified do you think you are to write about this topic? (based on background knowledge, understanding of prompts, etc.)?","During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the essay.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* essay if I wrote the essay alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing persuasive essays.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the essay I wrote.,I am confident in my ability to write an essay with the help of the system.,I feel like the essay is mine. ,____% of the essay is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
8/23/2021 7:37:56,A1QUQ0TV9KVD4C,30786a82a19c45a6a77a12963fa21ea0 ,Yes,You are absolutely certain about your qualification.,6,6,5,6,6,6,A couple random suggestions that included citations and authors,6,6,5,6,50,5,
8/23/2021 7:38:57,A1QUQ0TV9KVD4C,30786a82a19c45a6a77a12963fa21ea0 ,Yes,You are absolutely certain about your qualification.,6,6,4,6,6,6,The suggestions were helpful and made sense mostly,6,6,6,4,55,6,
8/23/2021 7:55:18,A1QUQ0TV9KVD4C,1524055efcec4b43b192c6b706e44b1e ,Yes,You are absolutely certain about your qualification.,6,6,6,4,6,6,A few random suggestions consisting of just names,6,6,6,5,50,6,
8/23/2021 7:56:38,A1QUQ0TV9KVD4C,536987ff6f5243f6b3f620aba1c3bbfa ,Yes,You are absolutely certain about your qualification.,6,6,4,6,6,6,"the suggestions were good, didn't notice any errors",6,6,6,6,55,6,
8/23/2021 8:14:10,A1QUQ0TV9KVD4C,3ec3668b51e041b8a2b96eef1bdf05cb,Yes,You are absolutely certain about your qualification.,6,6,4,6,6,6,The system gave suggestions that were helpful and made sense.,6,6,6,5,50,6,
8/23/2021 8:15:08,A1QUQ0TV9KVD4C,c499d0dc0119445abc11ed50c2826113 ,Yes,You are absolutely certain about your qualification.,6,6,4,6,6,6,Didn't notice any errors or bad suggestions,6,6,6,6,55,6,
8/23/2021 8:39:24,A1QUQ0TV9KVD4C,2082492048fb4cf1b71ca0db882614c0 ,Yes,You are absolutely certain about your qualification.,6,6,4,6,6,6,The system was helpful and gave good suggestions. ,6,6,6,5,55,6,
8/23/2021 8:40:31,A1QUQ0TV9KVD4C,75ca76d5d28b411098cc9819cb5d7b56 ,Yes,You are absolutely certain about your qualification.,6,6,4,5,5,5,Didn't notice any grammar errors or anything,6,6,6,6,60,5,
8/23/2021 8:52:03,A1QUQ0TV9KVD4C,A1QUQ0TV9KVD4C,Yes,You are absolutely certain about your qualification.,6,6,4,6,6,6,"The suggestions were good, grammatically correct",6,6,6,6,50,6,
8/23/2021 8:53:05,A1QUQ0TV9KVD4C,311f76bc71594efb82a6e67aac6e7b2f ,Yes,You are absolutely certain about your qualification.,6,6,3,6,6,6,"The system was helpful, and helped my story",6,6,6,6,60,7,
8/26/2021 2:16:49,A1TW2BZRRS874Z,34919f6ff8774bca9c7632e79f43b572 ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",5,5,3,4,4,5,I think more options instead of just rewriting the same information but in different ways.,6,5,6,6,80,5,
8/29/2021 5:10:39,A1TW2BZRRS874Z,da52704cf8be4a04a76e7a2432de2c99,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,3,5,3,3,3,I feel like the timing of the system is off sometimes. It wants to give me beginnings at the end and vice versa. ,4,5,3,7,93,3,
8/29/2021 5:26:48,A1TW2BZRRS874Z,66887514504f4d5bb9a0ae2be9196fbe,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",5,2,7,2,2,2,This was the worst system collaborations yet. It literally just gave me the same suggestions over and over just written a little different. They were what you would write at the very beginning of the story and it even recommenced it at the end. very simplistic as well,1,4,1,7,98,1,I gave the system several chances but it failed me this time. I did use a couple words because they fit better but nothing that changed the story in anyway
8/29/2021 6:39:30,A1TW2BZRRS874Z,5d791cfaaf294406853413dda451bf2f ,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,3,5,4,3,4,The system was usually one step behind me. It would recycle the same suggestions over and over that were no longer relevant. ,3,4,3,7,92,3,
8/29/2021 10:06:13,A1TW2BZRRS874Z,ab72069c90cb4448a2c6fcaec1df7787,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,3,1,7,1,1,1,I dont know if there was an issue but at first it was giving very vague input that was already established in the text. Then It gave the same suggestion again in a totally different segment. Also it gave me no suggestions on a couple occasions. ,1,4,1,7,99.9,1,
8/30/2021 9:37:21,A1TW2BZRRS874Z,30e1d495e4e04d49b8b0a9cb6e193500,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,6,2,6,5,6,"Since I do not have much knowledge in this department I let the system write a lot of the argument.  Other then being a little repetitive, it worked out better then expected",7,5,6,3,35,6,
8/31/2021 2:59:07,A1TW2BZRRS874Z,2299e07da7d34d62954cd8e2ba239afb,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,4,5,3,3,4,It was unable to give me suggestion 5 out of 7 times. What suggestion I did use had to be rewritten because the y did not fit at all.,3,4,3,7,90,3,
8/31/2021 3:39:02,A1TW2BZRRS874Z,3cd658ad2bfe4df6bb303a408d30feb9,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",5,4,3,4,3,5,"While the system was able to give some alright suggestions, I would have to edit them to make them fit but I really noticed the lack of suggestions on this task. There were only one or two lines for me to choose from almost every time.",5,4,4,6,82,4,sorry for picking the middle option (#4) so many times but I really feel that is where this system ranks.
8/31/2021 4:16:27,A1TW2BZRRS874Z,562f6952bc854fb3ace39e940b786320,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,3,5,4,3,4,"it was giving me url's for some reason, it was requesting new points before the first one could be completed.",2,3,2,5,80,2,I tried to rely on the system more then normal but it was repetitive so that may show in this writing task.
8/31/2021 4:32:14,A1TW2BZRRS874Z,54c597f302a9404caab702a8499b8aa0,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,6,5,4,5,4,5,It would give me suggestions about how to start my argument towards when I was already towards the end and a few were just not related in any way to the subject,5,4,4,6,78,5,No doubt a great tool if you have a quick case of writer's block.
8/31/2021 9:39:46,A1TW2BZRRS874Z,77f36111a79b43b086fe0306d8644e56,Yes,You are fairly confident in your qualification.,6,5,3,5,5,6,"Very little to be improved this round. It kept up nicely, came up with half my points and tied a couple things together. It might have been a little repetitive but thats all I can say, if that",6,5,6,5,70,6,
8/31/2021 9:58:49,A1TW2BZRRS874Z,66b87321ccb646ffb7ed0d0bd7edfc70,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,6,7,2,6,5,6,"I let the system guide this argument. I ofcourse assisted it along and had to modify some of its suggestions to fit but it wrote most of the story after I set the initial tone. While it had bad reasoning, in this case it was supposed to play devils advocate. ",7,7,7,3,40,7,
9/1/2021 2:53:58,A1TW2BZRRS874Z, a9aa499623e3453dbcd52de1c862f71b,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",5,3,5,2,3,3,Lots of recycling of same suggestions just worded different. I actually used one of those. I also notice it suggested a couple of web sites out of the blue that had nothing to do with the subject. Was not happy with the system this go around.,3,3,2,7,92,2,
9/1/2021 3:07:38,A1TW2BZRRS874Z,1d6b400514a04f3fab52502ea74b2d2d,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",5,2,7,2,2,3,The system told me 3 or 4 times it did not have any suggestions for me. I wonder if there was something wrong but there was not error notification like I saw one time in the past when the system stopped working. I used one of its earlier suggestions but that was it.,2,4,2,2,95,1,
9/1/2021 3:49:48,A1TW2BZRRS874Z,78c9d9452b684824a388ee3ce7081f99,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",5,3,5,3,2,4,I gave me quite a few suggestions that were not related to the argument at all. I think it also recommended a couple of physical locations out of the blue.,2,3,2,6,88,2,I gave the system several tries but was not very helpful this round.
9/1/2021 4:12:10,A1TW2BZRRS874Z,ce44bfa50a2f41d8820b18427056fc8f,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,6,4,3,4,3,4,The system was helpful at the beginning but either did not give me suggestions towards the end or gave me ones that should have been given at the beginning of the writing process.,4,5,4,6,85,3,
9/1/2021 4:39:33,A1TW2BZRRS874Z,0bcb6a7180d64d7c9af732f3ad5aff51,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",4,5,5,4,3,4,Once again it starts off strong with great suggestions but then gets worse as the argument goes on. I get the notice that there are no suggestions for me at the moment a couple times now each new task. I know we are not supposed to compare across tasks but I just hope there is not an issue. It has never not produced any suggestions except once but it gave me an error message. ,4,5,4,6,85,3,
9/1/2021 4:59:04,A1TW2BZRRS874Z, 4eec3373098b43d7a4021b40ee73bafb,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",4,5,5,4,4,5,I got some decent input but I also got just names a few times or it would name a tv show or just a time. ,5,4,5,5,80,4,
9/1/2021 5:31:22,A1TW2BZRRS874Z,c6fe39f226d74fa59bd666ff93329993,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,5,5,3,5,4,5,I think my stance was a minority one and the system may have had a hard time coming up with rational arguments for it but it was still helpful.,5,5,5,5,75,4,
9/1/2021 6:09:40,A1TW2BZRRS874Z,d374cad6be364ca08df8064807b4696e ,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,5,6,2,6,5,6,a few totally off topic suggestions but other then that I utilized the system much more then normal.,6,6,6,4,55,6,very good all around this time
9/3/2021 2:29:01,A1TW2BZRRS874Z,6a63f278941f4bd9b7e662ea15c765b1,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,4,5,4,3,4,"While very good at first, it did not keep up with my position on the subject. It kept giving suggestions that were the opposite of my opinion. ",4,4,3,6,80,3,
9/3/2021 2:44:25,A1TW2BZRRS874Z,fb09238862134d049ff4586332fc2b61,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,6,3,5,6,3,3,"Once again, started off strong but has a hard time I think coming up with views that are not the popular one. I played devils advocate while writing this time and it just does not have enough opposing arguments. But has tons that support it.",3,4,3,6,87,2,
9/3/2021 5:04:35,A1TW2BZRRS874Z,6407201731724a1d8bf49ed97d7a7f4c,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,6,2,6,6,6,it would give only links sometimes which did not seem to be associated with the topic but other then that it did great.,6,5,6,4,60,6,great job this time
9/3/2021 5:23:10,A1TW2BZRRS874Z,685d08c3809e4d6da38d222976bcab17,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,6,5,2,5,5,5,After the first few (good) suggestions it just kept repeating them from there. not much new input after the first three tries.,5,5,5,5,75,5,sorry for all the 5 ratings but that is where this one fell
9/3/2021 7:00:07,A1TW2BZRRS874Z,e888cf385adc41b09cdd5f8d486299d6,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,6,2,6,2,2,3,It gave me no suggestions the first three times I tried it and then gave suggestions arguing for the other side instead of my position. ,2,2,2,7,94,2,
9/4/2021 4:25:46,A1TW2BZRRS874Z,7d355b6f3464416ca79fa52dd9c50226,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,6,2,6,6,6,If I had to be picky I would say that after a while it just got very repetitive with it's recommendations. It has a hard time closing an argument. ,6,5,6,3,40,7,The system almost wrote the whole thing itself. 
9/4/2021 4:40:54,A1TW2BZRRS874Z,06bfae7a7e804288accd988a9d2259dd,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,6,3,5,5,5,"I would want the system to better understand the progression of my writings, where I am at when asking for suggestions. ",6,4,5,4,50,5,The system provided a majority of the points in the argument. 
9/4/2021 5:12:55,A1TW2BZRRS874Z,1fd40d445a5f4fa6af359b4452866eb1,Yes,You are fairly confident in your qualification.,6,5,3,5,5,5,"It had the same recommendations every time I looked, just written a little different. They were very useful at first.",6,4,5,5,60,5,
9/4/2021 6:18:27,A1TW2BZRRS874Z,70defe65ad00410a83d645e1c08f5ba6,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,5,4,5,5,5,"again, just very repetitive at the end. ",6,4,6,4,60,4,I've been giving the system a larger role in writing then in my earlier submissions. It holds it own usually until the end.
9/4/2021 6:36:37,A1TW2BZRRS874Z,bb473744764a4b578bb1cee0127e627f,Yes,You provided an educated guess. The topic is not in your area of expertise or the prompt was difficult to understand.,6,4,5,4,3,4,the system just gives up sometimes after the first couple recommendations. It simply did not give me any after the first 3. ,4,3,4,5,70,3,
9/5/2021 5:09:04,A1TW2BZRRS874Z, e03ef85aec8b445190e519003d884092,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,6,2,6,6,6,It has trouble keeping up with changing ideas and try to recycle old ones but other then that great this time. ,6,5,6,4,50,6,it was hard for me to pick think of an improvement for it this time since it was almost flawless. 
9/5/2021 5:22:19,A1TW2BZRRS874Z,8def8b4e1181424c8009e7c77cd1f1f5,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,7,1,6,7,6,"barely repetitive, I set the tone and it took over from there. No real suggestions for this one",7,6,7,3,35,7,I wrote the first sentence and the system took over from there. I had to put together and ending but other then that great
9/5/2021 5:49:59,A1TW2BZRRS874Z,2ead04a3167f4c38875802ca6874084e,Yes,"You are willing to defend your qualification, but it is quite likely that you did not understand central parts of the prompt or that you are unfamiliar with some pieces of background knowledge.",6,5,4,5,4,5,I hate to keep saying it but the system tries to recommend old points over and over until the very end. It will be the same point just written a little bit differently. ,4,5,4,5,70,4,
