Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the story.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* story if I wrote the story alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing creative stories.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the story I wrote.,I am confident in my ability to write a story with the help of the system.,I feel like the story is mine. ,____% of the story is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
8/26/2021 4:21:30,A1TW2BZRRS874Z,0886ac6a67c34849a08ccb15134f3407,Yes,5,5,3,5,5,5,That it was able to keep up with my changing directions and still offer relative input when asked,6,5,6,6,75,6,
8/26/2021 5:07:30,A1TW2BZRRS874Z, a2b882ca8a14420a8749dfedfecdfa36,Yes,5,5,2,5,6,6,The AI was able to contribute more creative ideas and suggestions. Not all good but better.,6,5,6,6,80,5,
8/26/2021 5:21:19,A1TW2BZRRS874Z,0b75e34df86b4f729dbf23843db91112,Yes,5,6,2,5,5,5,The system actually helped me keep the story on track when I would veer off and want to type more. ,6,5,6,6,75,6,
8/26/2021 5:41:27,A1TW2BZRRS874Z,4dc8e53b86384a43a33145a0c3933559,Yes,6,5,3,5,6,6,The AI's ability to help me go seamlessly from one subject to another is very helpful,6,5,6,6,75,6,definitely one of the better helpers
8/26/2021 6:08:38,A1TW2BZRRS874Z,9e13fc668168442584d1d57f70f2ac56,Yes,6,6,2,6,6,6,It consistently gave me new idea completely separate from my own that was a big help,7,6,6,6,70,6,Best yet. Very creative
8/26/2021 6:22:46,A1TW2BZRRS874Z,208569acde5b49dda0ec25ce4c410975,Yes,6,5,3,5,5,5,It could adjust its suggestions according to the direction of my story. ,6,5,6,6,80,5,
8/26/2021 6:38:14,A1TW2BZRRS874Z,f71e0e018a534c7f821ba507de61fb7d,Yes,5,2,6,3,3,3,The AI just kept suggesting the same things even though we were past the point of the story by then. It happened several times. ,3,4,3,7,98,2,"This one was not a good one. Sorry I cant explain better, it just failed me almost every time."
8/26/2021 6:59:53,A1TW2BZRRS874Z,f1d6f13474954193babf52cc2eab9353 ,Yes,5,4,4,4,4,4,the help was so so this time. It helped moved the story along but did not add any creativity to it.,3,3,3,6,90,3,
8/26/2021 7:31:05,A1TW2BZRRS874Z,dc47866606824cc9bc59e54890c2ab22,Yes,6,7,2,6,6,6,The system actually gave me creative ideas that were very relevant to the story. ,7,6,7,6,70,7,This one had creative solutions that were better then most.
8/26/2021 7:47:07,A1TW2BZRRS874Z,0837a09ef77a4f20b3a341a47276288b,Yes,5,4,4,3,3,5,"While it helped me with one transition, it was not helpful in most other areas. The suggestions were not very relavent to the story. I tried 5 or 6 times to use it",3,4,3,7,97,3,
8/27/2021 2:35:50,A1TW2BZRRS874Z,8d4bdb014d5f4a919735ff5a928176b5,Yes,6,6,3,5,4,5,"It helped me go from one subject to the other, sometimes recommending new subjects that I used.",6,5,6,6,75,6,
8/27/2021 3:07:07,A1TW2BZRRS874Z,bfbd85082e2c48bc86180b2b54f5845c,Yes,6,6,2,6,6,6,The system kept up with the story changes while adding decent creative suggestions that I used as well.,7,4,7,5,70,7,exceptional interaction 
8/27/2021 3:20:34,A1TW2BZRRS874Z,bad20cdce8404ef3b6992ae8758105d2,Yes,5,2,6,3,4,4,I could have used better creative suggestions to move the story along since I hit a few blocks. It was not very helpful this time.,4,3,3,7,95,3,
8/27/2021 3:34:20,A1TW2BZRRS874Z,4aadf906bfc84b4f980b65c44fe483e8 ,Yes,6,3,5,3,3,4,I was given a number of suggestions that were just repeating what I had already written just in slightly different ways. ,3,4,4,7,95,3,
8/27/2021 4:22:59,A1TW2BZRRS874Z,3db55809c34d4059adb6d6315da68cf1,Yes,5,2,6,2,2,3,I think my vision for the story was just not compatible with the systems vision. It would recommend creative ideas that just did not match up with what I wanted to do with the story. I was not able to get any decent transitions out of it this time either. ,3,5,3,7,98,2,My story was all over the place so it might have had a hard time making sense of it.
8/27/2021 4:37:49,A1TW2BZRRS874Z,cbbfa156a608439c999233f7b05b9821,Yes,6,6,2,6,6,6,It thickened the plot of my story a couple of times with great creative input. No issues at all other then a few repetitive suggestions. ,6,6,6,5,65,7,
8/27/2021 4:55:10,A1TW2BZRRS874Z,36eead66360847afba6dc9ebf6d99593,Yes,6,2,6,3,2,2,The suggestions from the system kept trying add in charaters with names and backgrounds when that was not welcome. It did it a couple times with the same suggestions at two completely different places in the story.,2,5,3,7,92,3,
8/27/2021 6:27:02,A1TW2BZRRS874Z,29056a31430b414582f488535aa0fe91,Yes,6,3,3,3,3,2,The system kept reccomending that I expand certain parts of the story at the wrong times. it wanted to introduce character at the end. It also suggested an ending at the beginning. It did help me with a few words that I could not recall.,2,4,3,7,94,3,
8/27/2021 6:47:44,A1TW2BZRRS874Z,cb3f032b7da641ef8ae12507ded9ee10 ,Yes,6,5,3,4,3,4,The creative suggestion tried moving the story along to quickly in my opinion. ,3,4,4,7,92,3,
8/29/2021 3:43:16,A1TW2BZRRS874Z,9dc52675bffe43dd8a9359dab52e711b,Yes,6,6,2,6,6,6,"The system in this case was giving highly relevant and creative suggestions. This may have been the best yet. I'm sorry, I cant think of any improvements for this one. ",7,6,6,5,70,7,
8/29/2021 4:14:49,A1TW2BZRRS874Z,3f6f1edc20064adba80cb4c98454da3b,Yes,6,3,4,4,4,4,It would try to add characters at the wrong time or make suggestions that were already well established. ,4,5,3,7,92,3,
8/29/2021 4:50:13,A1TW2BZRRS874Z,b123d6c29c8140b1a464b0402923dbad,Yes,6,4,5,3,3,3,The system would try to create new plot lines at the most inappropriate times and also tried to name characters at the end of the story. ,3,3,2,7,95,2,
8/29/2021 6:56:38,A1TW2BZRRS874Z,35f5f0465417437f923efcd624af7502,Yes,6,4,3,4,4,4,It might be that I am trying to fit too much story line into too little text but the system sometimes tries to change directions way too soon or way too late,3,4,4,6,90,4,
8/30/2021 2:20:52,A1TW2BZRRS874Z, 240b61c1abc24288a19f6faa9909e719,Yes,3,3,6,3,3,3,It helped me to get started but then practically gave up half way through. It gave no meaningful input after the second attempt and even said a couple of times there were no suggestions. ,2,4,2,7,94,1,I'm wondering if an error occurs occasionally or if it just has no suggestions occasionally. 
8/30/2021 2:40:43,A1TW2BZRRS874Z,8fc21685ae6a4c6da4c7fecca918d093,Yes,6,7,4,6,6,6,"I took a different approach this time, I let the AI lead the story while I filled in some of the blanks. It did well. I think a few of the recommendations were repetitive but barely. ",6,6,7,7,40,6,The system did good in this case since I let it do most of the leading for once. I will try this approach again.
8/30/2021 3:18:13,A1TW2BZRRS874Z,05a000131fc642f7bb20b62bb20a326e,Yes,6,6,3,6,5,6,"other then  a few suggestions at the end that were meant for the beginning of the story, the system held up well.",6,5,6,6,70,6,
8/30/2021 3:45:30,A1TW2BZRRS874Z,128bf2d6121a4542ba5779b2811d8c15,Yes,6,5,4,5,5,5,"At first the system was great but toward the middle and end, it would give me suggestions that belong at the beginning. I am trying to rely more on the AI lately and this one was so so.",5,5,6,5,75,5,
8/30/2021 4:22:25,A1TW2BZRRS874Z,8d145264baaf4220b2848a60447cfd05,Yes,5,5,3,5,5,5,"While it helped me to create some decent dialog at first, it later tired again at the worst times. ",6,5,6,5,75,6,
8/30/2021 4:39:17,A1TW2BZRRS874Z, cca8806768104c18b972db618f17a37f,Yes,6,4,5,4,3,4,The system was a little to repetitive and did not have much creative input this time.,5,4,5,6,85,4,
8/30/2021 5:12:23,A1TW2BZRRS874Z,e3152d380e13471a91d31ab07f01255c,Yes,6,3,6,3,3,3,The system would try to insert new plot lines at the wrong times. It was a little bit more helpful with transitional words that sometimes elude me but not all that much,3,4,3,6,87,2,
8/30/2021 5:35:40,A1TW2BZRRS874Z,9a29f841869a4fd98cf358da50f4a340,Yes,6,3,5,3,3,3,"While the system tried to be creative at times, a lot of the sugetions just did not fit my taste. it tried but we were not on the same page. I did use a couple suggestions though.",4,5,4,6,87,3,
8/30/2021 6:07:35,A1TW2BZRRS874Z,5ff4b3f9999047f6858c878df9638bc3,Yes,3,3,5,3,2,3,The system would come up creative ideas to things that were already covered. It would back track,3,4,2,7,90,2,
8/30/2021 7:20:44,A1TW2BZRRS874Z,b153dcf4dae74acb8ebc70ff937ecccf ,Yes,5,2,7,2,2,2,"The system was not giving me relevant suggestions. Most were all over the place, no even having anything to do with the story line. Its like it picked random suggestions from all the different story lines. Not helpful this time at all.",2,6,2,7,97,1,I gave the system like at least 6-7 chances to contribute but other then a few words it did not give me anything.
8/30/2021 7:48:50,A1TW2BZRRS874Z,ace79657baa04aaca50a076720ee1fe8,Yes,6,4,6,3,3,3,"The system offered me suggestions like ""the first book of the series"" or ""this series of books..."". they just were not even close to what I would want. They did this on like 4 occasions and went off the rails in a few other directions as well. I wonder if you guys keep track of recommendations?",2,4,2,7,90,1,
8/22/2021 18:50:39,A1VZSFHTU51JP0,4181c7d35eff4eceb4aad545dd2a9273,Yes,4,5,3,5,5,4,They could be more broad if needed because it ran out of ideas several times.,5,7,7,7,90,6,
8/22/2021 20:25:37,A1VZSFHTU51JP0,83fd21afaaf9416180e3174284de4ce1,Yes,3,2,4,3,2,4,Some of the suggestions were behind and suggested things already written which maybe could be changed.,4,7,7,7,95,3,
8/22/2021 21:41:25,A1VZSFHTU51JP0,ddcc9eff5afa41889aa05c3025b604a6,Yes,7,5,1,7,7,7,Just more of them since they ran out quickly.,7,7,7,7,85,7,
8/22/2021 22:20:57,A1VZSFHTU51JP0,3195d0bf415e43d38448950220164982,Yes,6,6,1,7,6,6,"Offering more varied suggestions as they often were all the same, just worded differently.",7,6,7,7,80,6,
8/22/2021 22:42:17,A1VZSFHTU51JP0,ed0280fb0f114ead8a22516a8309f982,Yes,5,6,2,5,5,3,It kept bringing up things like a search engine. That was an issue because it seemed to be presenting facts about Mana comics.,3,7,7,5,90,6,
8/23/2021 8:00:50,A1VZSFHTU51JP0,188aef2decc3415eaeba3467fe86116e,Yes,7,7,1,7,7,6,If they can look forward more rather than back. Some were good suggestions but they came too late.,7,7,7,4,80,7,
8/23/2021 8:17:32,A1VZSFHTU51JP0,65936cbe394149c6b24802cad630e2d7,Yes,6,7,2,6,5,6,Nothing specific stood out to me this time. It did a good job of adding a new concept here and there. ,7,7,7,6,85,7,
8/23/2021 10:27:58,A1VZSFHTU51JP0,d4a257392aa84174be6166c9c664caae,Yes,6,7,1,6,5,5,"Some were worded oddly such as ""this is the story of"" after I was deeper into the story. ",5,7,7,6,90,7,
8/23/2021 11:46:36,A1VZSFHTU51JP0,3b6bdac8643a446989473560476d77a5,Yes,7,7,1,7,7,7,This is the best it has done so far. Pretty much every suggestion flawlessly fit in. ,7,7,7,4,60,7,
8/23/2021 19:13:57,A1VZSFHTU51JP0,9c397f7fd7a04f829c055d2f7f5ee160,Yes,7,7,2,6,7,6,I can't think of anything.,7,4,5,3,65,6,
8/23/2021 20:18:08,A1VZSFHTU51JP0,a13794ea66e341029357b1065e0e13b2,Yes,6,7,1,7,6,6,It could just work on the variety of options since many were similar. ,6,4,6,5,70,6,
8/24/2021 7:22:28,A1VZSFHTU51JP0,d234ccac8f854b599107829ee626158e,Yes,7,5,3,6,6,6,"Some suggestions were not complete, especially dialogue. It'd be nice if they were finished.",6,7,7,6,80,6,
8/24/2021 7:40:59,A1VZSFHTU51JP0,bc8469a10a154ba8901e1dfc57432882,Yes,5,6,4,4,5,5,Make them fit the story better. Some were kind of random this time. ,4,7,6,4,75,6,
8/24/2021 10:14:48,A1VZSFHTU51JP0,767134bda38047aab8a6fa3221b6880e,Yes,7,7,1,7,7,7,None. It worked flawlessly this time. ,7,7,7,2,60,7,
8/26/2021 11:48:04,A1VZSFHTU51JP0,95b14d2fcf8b4eb5a0be3354a80e6f32,Yes,6,7,1,7,6,5,Early suggestions could be more relevant and less random as the first half were not as usable. ,5,7,7,6,60,7,
8/26/2021 12:06:40,A1VZSFHTU51JP0,1b61a094fd35433fa11d5ae1a4655cfd,Yes,7,5,1,7,7,7,Just have more suggestions toward the end since it ran out. ,7,7,7,5,70,7,
8/26/2021 12:50:46,A1VZSFHTU51JP0,fbd1b7a3b81f4efc88b0605de907aea3,Yes,6,7,2,6,5,5,Some random facts that appear like the date a DVD came out could be removed. ,5,7,7,6,80,6,
8/26/2021 13:15:05,A1VZSFHTU51JP0,b5cba1af4218432bac6932bd1d546125,Yes,3,2,6,3,3,2,"There were suggestions half way through that were along the lines of ""The story begins"" or something along those lines that were impossible to use. ",2,4,5,7,90,2,
8/26/2021 13:36:37,A1VZSFHTU51JP0,94517582b37d4ce6b9aeb4a0f9b7eed6,Yes,4,3,6,3,3,2,Just having suggestions that fit better with where the story is currently at.,4,7,5,7,90,3,
8/26/2021 13:52:54,A1VZSFHTU51JP0,e04ccf1a440045bd92bf1ac66489b158,Yes,5,5,3,5,6,5,"I'd stop suggestions like ""Dad's at the bottom"" was produced in 2003. There's odd suggestions with dates sometimes that don't make sense. ",5,6,7,6,75,5,
8/26/2021 19:44:50,A1VZSFHTU51JP0,8a66ba50d4e241f2aebb17e5af82c68a,Yes,1,1,7,1,1,2,It kept just bringing up facts about movies(like the year Aeon Flux came out) rather than story suggestions. It made it hard to use any of the suggestions this time. ,1,6,2,7,95,1,
8/26/2021 20:01:04,A1VZSFHTU51JP0,d834599ff4cd479489143ebe24a94bba,Yes,7,7,1,6,7,6,It could come up with more big ideas that change the story rather than smaller ones. The bigger plot points are usually better.,7,7,7,5,70,7,
8/26/2021 21:25:36,A1VZSFHTU51JP0,8558c2d306614fcfb3ae117e60204277,Yes,7,7,1,7,7,7,Longer suggestions are more helpful. They were the best ones this round. ,7,7,7,3,60,7,
8/26/2021 22:04:05,A1VZSFHTU51JP0,9b36532a7e70491992e013afd597fe57,Yes,7,7,1,7,7,6,Sometimes it got a little ahead of me. I'd see a good idea but it wasn't quite ready to be used with the flow of the story. ,7,7,7,5,75,7,
8/27/2021 5:05:54,A1VZSFHTU51JP0,75892ecb92b4437882d1565f6169d5a5,Yes,7,7,1,7,7,7,Nothing. It had perfect suggestions that carried and continued the story this time. ,7,7,7,1,50,7,This is the most successful collaboration I've done with the AI so far. The suggestions were always relevant and fit perfectly into the story. 
8/27/2021 10:06:18,A1VZSFHTU51JP0,40d132e1bc0146c0920d7b38c5b9f7c7,Yes,5,1,6,4,4,3,The suggestions were kind of choppy and short sighted as opposed to complete ideas. ,4,7,5,7,90,3,
8/27/2021 10:31:17,A1VZSFHTU51JP0,007769c9000e457eae8485221041802d,Yes,4,1,7,1,1,1,"It had random suggestions like ""This movie was shot in Canada"" and sometimes had no suggestions so that made it difficult to write together.",1,7,1,7,95,1,
8/29/2021 16:54:03,A1VZSFHTU51JP0,ab5f8507e06746248ff59dd64d84e414,Yes,7,6,1,7,6,7,"They kept creating new paragraphs rather than continuing my current paragraph in this writing task, which I did not want. ",6,7,7,5,70,7,
8/29/2021 17:10:59,A1VZSFHTU51JP0,93a4d9c0d25f4865a4f9dbb9f5b7c458,Yes,6,7,2,6,6,5,Less random facts would be nice. ,6,7,7,4,60,7,
8/29/2021 20:30:24,A1VZSFHTU51JP0,98ec7dfa3aa04e69b9eaf765d6134943,Yes,7,7,1,6,7,6,It was suggesting random facts again unrelated to the story. ,6,6,7,5,65,7,
8/29/2021 21:27:04,A1VZSFHTU51JP0,a9936b88956143bead73fd420fdc8b5c,Yes,5,3,4,4,4,5,It was referencing mana comics so it got confused.,6,7,7,7,90,7,
8/29/2021 22:47:15,A1VZSFHTU51JP0,f151863fbea2417c9bbec7082abaefd6,Yes,6,4,3,5,5,6,It brought up nothing but random facts at one point that weren't helpful. They were unrelated to anything. ,6,7,7,6,80,6,
8/29/2021 23:13:52,A1VZSFHTU51JP0,6e8295cfe7b7425198f0d305a29e3fc3,Yes,6,1,6,4,4,3,Less facts and repeated suggestions would be helpful. ,5,6,6,7,90,4,
9/3/2021 12:45:11,A1VZSFHTU51JP0,b1eb87ade8f7495fb7167d0270816ef7,Yes,6,7,1,7,7,6,I had no issues this time. It did a great job. ,7,7,7,4,60,7,
8/17/2021 1:28:00,A1WKF2VH7TV0H2,fe7442150cf74ed99d61e116a8a5426b,Yes,6,7,5,3,5,6,None.,5,7,4,6,75,4,None.-
8/17/2021 1:39:34,A1WKF2VH7TV0H2,2563e300aebd45b9a0adde07b8e23001,Yes,5,4,3,5,6,4,None.,6,7,6,7,85,6,None.
8/18/2021 1:12:58,A1WKF2VH7TV0H2,a339f26845ca4af6841501de1929b6d7,Yes,5,6,4,5,4,6,None.,6,4,6,5,75,5,None.
8/18/2021 1:25:50,A1WKF2VH7TV0H2,05dd6e0c70cd41caacfcc3d44beca27b,Yes,4,6,5,4,6,4,None.,5,7,6,6,80,6,None.
8/18/2021 2:12:55,A1WKF2VH7TV0H2,f8fd4fb1d3ae456a8a5dddefc9389aa3,Yes,5,4,6,5,6,4,None.,5,6,6,7,90,6,None.
8/18/2021 4:28:32,A1WKF2VH7TV0H2,a1fa02bf79464edb893ec5b1b5fa1908,Yes,6,4,5,5,7,5,None.,6,7,7,7,85,6,
8/26/2021 6:16:29,A23EWFNNOUS10B,adce2198a2b74693a04f7824889a348c,Yes,6,6,3,6,6,6,I liked how the AI stayed on topic with suggesstions and helped it flow. ,6,6,7,6,90,7,
8/26/2021 6:28:48,A23EWFNNOUS10B,9ed6505663e3421ea07365fe634cbe82,Yes,5,3,4,2,2,2,The suggestions from the AI for this one were usually off topic. ,7,7,4,7,95,6,
8/26/2021 6:40:19,A23EWFNNOUS10B,749e032914384e4da8f2392a19066b89,Yes,6,6,2,6,6,6,The suggestions on this one were great and helpful from the AI. ,6,7,6,6,90,6,
8/26/2021 6:53:02,A23EWFNNOUS10B,7000c2b9328448a5b47432e3576c6b46,Yes,6,7,2,7,7,7,The AI was great on this round as it really helped to shape the story on a congruent way. ,6,6,7,6,80,7,
8/26/2021 8:09:42,A23EWFNNOUS10B,d21b4782a01941baa71e9727e6c7f8ea,Yes,2,2,7,2,2,2,The AI gave terrible and repeated reccomendations this time. ,2,2,2,2,90,2,
8/26/2021 8:21:06,A23EWFNNOUS10B,029d014b392a4c41b711153a08cea400,Yes,6,7,2,6,6,7,The AI acted as a true writing partner for this round. ,6,7,6,7,90,7,
8/30/2021 7:42:11,A23EWFNNOUS10B,a754ad9eecca4d13954cf36eeda823b5,Yes,2,2,7,2,2,2,The system gave repeated reccomendations which were not helpful. ,2,4,2,5,95,1,
8/30/2021 7:51:12,A23EWFNNOUS10B,86bb1cfe839c46058dfc0e4b96f13392,Yes,2,2,2,2,2,2,The system gave repeated reccomendations which were not helpful. ,2,3,3,5,95,1,
8/30/2021 8:09:19,A23EWFNNOUS10B,1d5a5cee5438407b866cc643f79b02f6,Yes,4,2,6,2,2,3,The system gave repeated reccomendations which were not helpful to me. ,4,6,4,6,90,4,
8/26/2021 4:45:23,A23KAJRDVCVGOE,cfb8bffe98a044868cec22afd04c1bba,Yes,6,7,5,6,6,5,none,7,6,7,6,80,5,
8/26/2021 6:59:12,A23KAJRDVCVGOE,7008135435cb483881d0332f730b12fa,Yes,7,7,3,7,6,7,"some items were repeated, i would rather a variet ",7,7,7,3,55,7,
8/26/2021 7:11:28,A23KAJRDVCVGOE,64ded59bfd264094a10a88c47e4ecc1c,Yes,6,7,3,5,6,5,some sentences were not long enough and cut off halfway ,6,7,7,3,60,6,
8/26/2021 7:29:11,A23KAJRDVCVGOE,5c524b4889834145ad435d84415f457c,Yes,3,2,7,4,5,2,some of the suggestions did not make sense sometimes ,3,2,2,3,50,4,
8/26/2021 13:22:19,A23KAJRDVCVGOE,3c7c9a37b4eb4c76b275e6cd975f900f,Yes,6,5,2,5,6,5,it was perfect,7,7,6,1,15,7,
8/27/2021 5:11:34,A23KAJRDVCVGOE,67edbcbb485547d18993a50ef6dc5c92,Yes,6,6,3,7,6,7,some items were repetitive ,7,5,5,1,10,5,
8/27/2021 5:31:04,A23KAJRDVCVGOE,9ec1e386d2494b958378ef3035ca0fec,Yes,6,7,3,7,6,7,it was all good ,7,6,7,2,10,7,
8/27/2021 6:22:20,A23KAJRDVCVGOE,eb052c37796c4ae3b8b5c77c800684c6,Yes,7,7,3,5,5,7,it was fine ,5,7,5,5,75,7,
8/29/2021 5:56:19,A23KAJRDVCVGOE,11e8186be4314e93852c7677b430fba3,Yes,7,7,2,6,5,6,it was perfect,7,7,6,3,50,5,
8/29/2021 6:35:38,A23KAJRDVCVGOE,8f24321860794995b97b7e5b87f2e7b4,Yes,7,7,2,5,7,6,they were very high quality ,7,7,7,3,40,7,
8/29/2021 6:52:36,A23KAJRDVCVGOE,aea2e89578b3408983027d4f02ac76e6,Yes,7,7,2,7,7,6,there was no depth to the prompts i felt it was shallow ,7,4,6,2,50,6,
